iter_times,mean,var
62,0.00011693418261281158,1.9204912785203123e-05
63,0.00011693418261281158,1.9204912785203123e-05
64,0.00011637072615153159,1.9401090899808252e-05
65,0.00011637072615153159,1.9401090899808252e-05
66,0.00011637072615153159,1.9401090899808252e-05
67,0.00011637072615153159,1.9401090899808252e-05
68,0.00011637072615153159,1.9401090899808252e-05
69,0.00011637072615153159,1.9401090899808252e-05
70,0.00011637072615153159,1.9401090899808252e-05
71,0.00011631420973925157,1.9437224465153852e-05
72,0.00011631420973925157,1.9437224465153852e-05
73,0.00011631420973925157,1.9437224465153852e-05
74,0.00011631420973925157,1.9437224465153852e-05
75,0.00011631420973925157,1.9437224465153852e-05
76,0.00011631420973925157,1.9437224465153852e-05
77,0.00011631420973925157,1.9437224465153852e-05
78,0.00011631420973925157,1.9437224465153852e-05
79,0.00011631420973925157,1.9437224465153852e-05
80,0.00011631420973925157,1.9437224465153852e-05
81,0.00011631420973925157,1.9437224465153852e-05
82,0.00011631420973925157,1.9437224465153852e-05
83,0.00011631420973925157,1.9437224465153852e-05
84,0.00011241925911951158,2.0964230256695077e-05
85,0.00011221058564983158,2.1001143221449553e-05
86,0.00011221058564983158,2.1001143221449553e-05
87,0.00011221058564983158,2.1001143221449553e-05
88,0.00011194273319415158,2.1063584342674293e-05
89,0.00011194273319415158,2.1063584342674293e-05
90,0.00011194273319415158,2.1063584342674293e-05
91,0.00011194273319415158,2.1063584342674293e-05
92,0.00011194273319415158,2.1063584342674293e-05
93,0.00011194273319415158,2.1063584342674293e-05
94,0.00011194273319415158,2.1063584342674293e-05
95,0.00011194273319415158,2.1063584342674293e-05
96,0.00010789453426373157,1.2169332311094295e-05
97,0.00010789453426373157,1.2169332311094295e-05
98,0.00010789453426373157,1.2169332311094295e-05
99,0.00010789453426373157,1.2169332311094295e-05
100,0.00010789453426373157,1.2169332311094295e-05
101,0.00010704262587947156,1.2352911329465808e-05
102,0.00010704262587947156,1.2352911329465808e-05
103,0.00010704262587947156,1.2352911329465808e-05
104,0.00010704262587947156,1.2352911329465808e-05
105,0.00010704262587947156,1.2352911329465808e-05
106,0.00010704262587947156,1.2352911329465808e-05
107,0.00010704262587947156,1.2352911329465808e-05
108,0.00010704262587947156,1.2352911329465808e-05
109,0.00010704262587947156,1.2352911329465808e-05
110,0.00010704262587947156,1.2352911329465808e-05
111,0.00010704262587947156,1.2352911329465808e-05
112,0.00010704262587947156,1.2352911329465808e-05
113,0.00010704262587947156,1.2352911329465808e-05
114,0.00010704262587947156,1.2352911329465808e-05
115,0.00010704262587947156,1.2352911329465808e-05
116,0.00010704262587947156,1.2352911329465808e-05
117,0.00010704262587947156,1.2352911329465808e-05
118,0.00010704262587947156,1.2352911329465808e-05
119,0.00010704262587947156,1.2352911329465808e-05
120,0.00010704262587947156,1.2352911329465808e-05
121,0.00010704262587947156,1.2352911329465808e-05
122,0.00010704262587947156,1.2352911329465808e-05
123,0.00010704262587947156,1.2352911329465808e-05
124,0.00010704262587947156,1.2352911329465808e-05
125,0.00010704262587947156,1.2352911329465808e-05
126,0.00010704262587947156,1.2352911329465808e-05
127,0.00010704262587947156,1.2352911329465808e-05
128,0.00010704262587947156,1.2352911329465808e-05
129,0.00010704262587947156,1.2352911329465808e-05
130,0.00010704262587947156,1.2352911329465808e-05
131,0.00010704262587947156,1.2352911329465808e-05
132,0.00010704262587947156,1.2352911329465808e-05
133,0.00010704262587947156,1.2352911329465808e-05
134,0.00010704262587947156,1.2352911329465808e-05
135,0.00010704262587947156,1.2352911329465808e-05
136,0.00010704262587947156,1.2352911329465808e-05
137,0.00010704262587947156,1.2352911329465808e-05
138,0.00010704262587947156,1.2352911329465808e-05
139,0.00010704262587947156,1.2352911329465808e-05
140,0.00010704262587947156,1.2352911329465808e-05
141,0.00010704262587947156,1.2352911329465808e-05
142,0.00010690878395337158,1.2423477896594015e-05
143,0.00010690878395337158,1.2423477896594015e-05
144,0.00010690878395337158,1.2423477896594015e-05
145,0.00010690878395337158,1.2423477896594015e-05
146,0.00010690878395337158,1.2423477896594015e-05
147,0.00010690878395337158,1.2423477896594015e-05
148,0.00010690878395337158,1.2423477896594015e-05
149,0.00010690878395337158,1.2423477896594015e-05
150,0.00010690878395337158,1.2423477896594015e-05
151,0.00010690878395337158,1.2423477896594015e-05
152,0.00010690878395337158,1.2423477896594015e-05
153,0.00010690878395337158,1.2423477896594015e-05
154,0.00010690878395337158,1.2423477896594015e-05
155,0.00010690878395337158,1.2423477896594015e-05
156,0.00010690878395337158,1.2423477896594015e-05
157,0.00010690878395337158,1.2423477896594015e-05
158,0.00010690878395337158,1.2423477896594015e-05
159,0.00010690878395337158,1.2423477896594015e-05
160,0.00010690878395337158,1.2423477896594015e-05
161,0.00010690878395337158,1.2423477896594015e-05
162,0.00010690878395337158,1.2423477896594015e-05
163,0.00010690878395337158,1.2423477896594015e-05
164,0.00010690878395337158,1.2423477896594015e-05
165,0.00010690878395337158,1.2423477896594015e-05
166,0.00010690878395337158,1.2423477896594015e-05
167,0.00010690878395337158,1.2423477896594015e-05
168,0.00010690878395337158,1.2423477896594015e-05
169,0.00010690878395337158,1.2423477896594015e-05
170,0.00010690878395337158,1.2423477896594015e-05
171,0.00010690224707867158,1.242708290612579e-05
172,0.00010690224707867158,1.242708290612579e-05
173,0.00010690224707867158,1.242708290612579e-05
174,0.00010690224707867158,1.242708290612579e-05
175,0.00010690224707867158,1.242708290612579e-05
176,0.00010690224707867158,1.242708290612579e-05
177,0.00010690224707867158,1.242708290612579e-05
178,0.00010690224707867158,1.242708290612579e-05
179,0.00010690224707867158,1.242708290612579e-05
180,0.00010690224707867158,1.242708290612579e-05
181,0.00010690224707867158,1.242708290612579e-05
182,0.00010690224707867158,1.242708290612579e-05
183,0.00010690224707867158,1.242708290612579e-05
184,0.00010690224707867158,1.242708290612579e-05
185,0.00010690224707867158,1.242708290612579e-05
186,0.00010690224707867158,1.242708290612579e-05
187,0.00010690224707867158,1.242708290612579e-05
188,0.00010690224707867158,1.242708290612579e-05
189,0.00010690224707867158,1.242708290612579e-05
190,0.00010690224707867158,1.242708290612579e-05
191,0.00010690224707867158,1.242708290612579e-05
192,0.00010690224707867158,1.242708290612579e-05
193,0.00010690224707867158,1.242708290612579e-05
194,0.00010690224707867158,1.242708290612579e-05
195,0.00010690224707867158,1.242708290612579e-05
196,0.00010690224707867158,1.242708290612579e-05
197,0.00010690224707867158,1.242708290612579e-05
198,0.00010690224707867158,1.242708290612579e-05
199,0.00010690224707867158,1.242708290612579e-05
200,0.00010690224707867158,1.242708290612579e-05
201,0.00010690224707867158,1.242708290612579e-05
202,0.00010690224707867158,1.242708290612579e-05
203,0.00010690224707867158,1.242708290612579e-05
204,0.00010690224707867158,1.242708290612579e-05
205,0.00010678485058331157,1.216612141638589e-05
206,0.00010678485058331157,1.216612141638589e-05
207,0.00010678485058331157,1.216612141638589e-05
208,0.00010678485058331157,1.216612141638589e-05
209,0.00010678485058331157,1.216612141638589e-05
210,0.00010678485058331157,1.216612141638589e-05
211,0.00010678485058331157,1.216612141638589e-05
212,0.00010678485058331157,1.216612141638589e-05
213,0.00010678485058331157,1.216612141638589e-05
214,0.00010678485058331157,1.216612141638589e-05
215,0.00010678485058331157,1.216612141638589e-05
216,0.00010678485058331157,1.216612141638589e-05
217,0.00010678485058331157,1.216612141638589e-05
218,0.00010678485058331157,1.216612141638589e-05
219,0.00010678485058331157,1.216612141638589e-05
220,0.00010678485058331157,1.216612141638589e-05
221,0.00010678485058331157,1.216612141638589e-05
222,0.00010678485058331157,1.216612141638589e-05
223,0.00010678485058331157,1.216612141638589e-05
224,0.00010678485058331157,1.216612141638589e-05
225,0.00010678485058331157,1.216612141638589e-05
226,0.00010678485058331157,1.216612141638589e-05
227,0.00010678485058331157,1.216612141638589e-05
228,0.00010678485058331157,1.216612141638589e-05
229,0.00010678485058331157,1.216612141638589e-05
230,0.00010678485058331157,1.216612141638589e-05
231,0.00010678485058331157,1.216612141638589e-05
232,0.00010678485058331157,1.216612141638589e-05
233,0.00010678485058331157,1.216612141638589e-05
234,0.00010678485058331157,1.216612141638589e-05
235,0.00010678485058331157,1.216612141638589e-05
236,0.00010678485058331157,1.216612141638589e-05
237,0.00010678485058331157,1.216612141638589e-05
238,0.00010678485058331157,1.216612141638589e-05
239,0.00010678485058331157,1.216612141638589e-05
240,0.00010678485058331157,1.216612141638589e-05
241,0.00010678485058331157,1.216612141638589e-05
242,0.00010678485058331157,1.216612141638589e-05
243,0.00010678485058331157,1.216612141638589e-05
244,0.00010678485058331157,1.216612141638589e-05
245,0.00010678485058331157,1.216612141638589e-05
246,0.00010678485058331157,1.216612141638589e-05
247,0.00010678485058331157,1.216612141638589e-05
248,0.00010678485058331157,1.216612141638589e-05
249,0.00010678485058331157,1.216612141638589e-05
250,0.00010678485058331157,1.216612141638589e-05
251,0.00010678485058331157,1.216612141638589e-05
252,0.00010678485058331157,1.216612141638589e-05
253,0.00010678485058331157,1.216612141638589e-05
254,0.00010678485058331157,1.216612141638589e-05
255,0.00010678485058331157,1.216612141638589e-05
256,0.00010678485058331157,1.216612141638589e-05
257,0.00010678485058331157,1.216612141638589e-05
258,0.00010678485058331157,1.216612141638589e-05
259,0.00010678485058331157,1.216612141638589e-05
260,0.00010678485058331157,1.216612141638589e-05
261,0.00010678485058331157,1.216612141638589e-05
262,0.00010678485058331157,1.216612141638589e-05
263,0.00010678485058331157,1.216612141638589e-05
264,0.00010678485058331157,1.216612141638589e-05
265,0.00010678485058331157,1.216612141638589e-05
266,0.00010678485058331157,1.216612141638589e-05
267,0.00010678485058331157,1.216612141638589e-05
268,0.00010678485058331157,1.216612141638589e-05
269,0.00010678485058331157,1.216612141638589e-05
270,0.00010678485058331157,1.216612141638589e-05
271,0.00010678485058331157,1.216612141638589e-05
272,0.00010678485058331157,1.216612141638589e-05
273,0.00010678485058331157,1.216612141638589e-05
274,0.00010678485058331157,1.216612141638589e-05
275,0.00010678485058331157,1.216612141638589e-05
276,0.00010678485058331157,1.216612141638589e-05
277,0.00010678485058331157,1.216612141638589e-05
278,0.00010678485058331157,1.216612141638589e-05
279,0.00010678485058331157,1.216612141638589e-05
280,0.00010678485058331157,1.216612141638589e-05
281,0.00010678485058331157,1.216612141638589e-05
282,0.00010678485058331157,1.216612141638589e-05
283,0.00010678485058331157,1.216612141638589e-05
284,0.00010678485058331157,1.216612141638589e-05
285,0.00010678485058331157,1.216612141638589e-05
286,0.00010678485058331157,1.216612141638589e-05
287,0.00010678485058331157,1.216612141638589e-05
288,0.00010678485058331157,1.216612141638589e-05
289,0.00010678485058331157,1.216612141638589e-05
290,0.00010678485058331157,1.216612141638589e-05
291,0.00010678485058331157,1.216612141638589e-05
292,0.00010678485058331157,1.216612141638589e-05
293,0.00010678485058331157,1.216612141638589e-05
294,0.00010678485058331157,1.216612141638589e-05
295,0.00010678485058331157,1.216612141638589e-05
296,0.00010678485058331157,1.216612141638589e-05
297,0.00010678485058331157,1.216612141638589e-05
298,0.00010647119001587157,1.1469229057623424e-05
299,0.00010647119001587157,1.1469229057623424e-05
300,0.00010647119001587157,1.1469229057623424e-05
301,0.00010647119001587157,1.1469229057623424e-05
302,0.00010647119001587157,1.1469229057623424e-05
303,0.00010647119001587157,1.1469229057623424e-05
304,0.00010647119001587157,1.1469229057623424e-05
305,0.00010647119001587157,1.1469229057623424e-05
306,0.00010647119001587157,1.1469229057623424e-05
307,0.00010647119001587157,1.1469229057623424e-05
308,0.00010647119001587157,1.1469229057623424e-05
309,0.00010647119001587157,1.1469229057623424e-05
310,0.00010647119001587157,1.1469229057623424e-05
311,0.00010647119001587157,1.1469229057623424e-05
312,0.00010647119001587157,1.1469229057623424e-05
313,0.00010647119001587157,1.1469229057623424e-05
314,0.00010647119001587157,1.1469229057623424e-05
315,0.00010647119001587157,1.1469229057623424e-05
316,0.00010647119001587157,1.1469229057623424e-05
317,0.00010647119001587157,1.1469229057623424e-05
318,0.00010647119001587157,1.1469229057623424e-05
319,0.00010647119001587157,1.1469229057623424e-05
320,0.00010647119001587157,1.1469229057623424e-05
321,0.00010647119001587157,1.1469229057623424e-05
322,0.00010647119001587157,1.1469229057623424e-05
323,0.00010647119001587157,1.1469229057623424e-05
324,0.00010647119001587157,1.1469229057623424e-05
325,0.00010647119001587157,1.1469229057623424e-05
326,0.00010647119001587157,1.1469229057623424e-05
327,0.00010647119001587157,1.1469229057623424e-05
328,0.00010647119001587157,1.1469229057623424e-05
329,0.00010647119001587157,1.1469229057623424e-05
330,0.00010647119001587157,1.1469229057623424e-05
331,0.00010647119001587157,1.1469229057623424e-05
332,0.00010647119001587157,1.1469229057623424e-05
333,0.00010647119001587157,1.1469229057623424e-05
334,0.00010647119001587157,1.1469229057623424e-05
335,0.00010647119001587157,1.1469229057623424e-05
336,0.00010647119001587157,1.1469229057623424e-05
337,0.00010647119001587157,1.1469229057623424e-05
338,0.00010647119001587157,1.1469229057623424e-05
339,0.00010647119001587157,1.1469229057623424e-05
340,0.00010647119001587157,1.1469229057623424e-05
341,0.00010647119001587157,1.1469229057623424e-05
342,0.00010647119001587157,1.1469229057623424e-05
343,0.00010647119001587157,1.1469229057623424e-05
344,0.00010647119001587157,1.1469229057623424e-05
345,0.00010647119001587157,1.1469229057623424e-05
346,0.00010647119001587157,1.1469229057623424e-05
347,0.00010647119001587157,1.1469229057623424e-05
348,0.00010647119001587157,1.1469229057623424e-05
349,0.00010647119001587157,1.1469229057623424e-05
350,0.00010647119001587157,1.1469229057623424e-05
351,0.00010647119001587157,1.1469229057623424e-05
352,0.00010647119001587157,1.1469229057623424e-05
353,0.00010647119001587157,1.1469229057623424e-05
354,0.00010647119001587157,1.1469229057623424e-05
355,0.00010647119001587157,1.1469229057623424e-05
356,0.00010647119001587157,1.1469229057623424e-05
357,0.00010647119001587157,1.1469229057623424e-05
358,0.00010647119001587157,1.1469229057623424e-05
359,0.00010647119001587157,1.1469229057623424e-05
360,0.00010647119001587157,1.1469229057623424e-05
361,0.00010647119001587157,1.1469229057623424e-05
362,0.00010647119001587157,1.1469229057623424e-05
363,0.00010647119001587157,1.1469229057623424e-05
364,0.00010647119001587157,1.1469229057623424e-05
365,0.00010647119001587157,1.1469229057623424e-05
366,0.00010647119001587157,1.1469229057623424e-05
367,0.00010647119001587157,1.1469229057623424e-05
368,0.00010646955147937157,1.1470132383130547e-05
369,0.00010646955147937157,1.1470132383130547e-05
370,0.00010646955147937157,1.1470132383130547e-05
371,0.00010646955147937157,1.1470132383130547e-05
372,0.00010646955147937157,1.1470132383130547e-05
373,0.00010646955147937157,1.1470132383130547e-05
374,0.00010646955147937157,1.1470132383130547e-05
375,0.00010646955147937157,1.1470132383130547e-05
376,0.00010646955147937157,1.1470132383130547e-05
377,0.00010646955147937157,1.1470132383130547e-05
378,0.00010646955147937157,1.1470132383130547e-05
379,0.00010646955147937157,1.1470132383130547e-05
380,0.00010629060093533158,1.1575345047815285e-05
381,0.00010629060093533158,1.1575345047815285e-05
382,0.00010629060093533158,1.1575345047815285e-05
383,0.00010629060093533158,1.1575345047815285e-05
384,0.00010629060093533158,1.1575345047815285e-05
385,0.00010629060093533158,1.1575345047815285e-05
386,0.00010629060093533158,1.1575345047815285e-05
387,0.00010629060093533158,1.1575345047815285e-05
388,0.00010629060093533158,1.1575345047815285e-05
389,0.00010629060093533158,1.1575345047815285e-05
390,0.00010629060093533158,1.1575345047815285e-05
391,0.00010629060093533158,1.1575345047815285e-05
392,0.00010629060093533158,1.1575345047815285e-05
393,0.00010629060093533158,1.1575345047815285e-05
394,0.00010629060093533158,1.1575345047815285e-05
395,0.00010629060093533158,1.1575345047815285e-05
396,0.00010629060093533158,1.1575345047815285e-05
397,0.00010629060093533158,1.1575345047815285e-05
398,0.00010629060093533158,1.1575345047815285e-05
399,0.00010629060093533158,1.1575345047815285e-05
400,0.00010629060093533158,1.1575345047815285e-05
